,0_word,0_per,1_word,1_per,2_word,2_per,3_word,3_per,4_word,4_per,5_word,5_per,6_word,6_per,7_word,7_per,8_word,8_per,9_word,9_per,10_word,10_per,11_word,11_per,12_word,12_per,13_word,13_per,14_word,14_per,15_word,15_per,16_word,16_per,17_word,17_per,18_word,18_per,19_word,19_per,20_word,20_per,21_word,21_per,22_word,22_per,23_word,23_per,24_word,24_per,25_word,25_per,26_word,26_per,27_word,27_per,28_word,28_per,29_word,29_per,30_word,30_per,31_word,31_per,32_word,32_per,33_word,33_per,34_word,34_per,35_word,35_per,36_word,36_per,37_word,37_per
87,knick_knack,0.0,scraper,0.0,crystallize,0.0,thailand,0.0,month,0.0,memorium,0.0,respects,0.0,foreground,0.0,foreground,0.0,preform,0.0,included,0.0,indirect,0.0,respects,0.0,scraper,0.0,acoustic,0.0,realist,0.0,memorium,0.0,nextgenlib,0.0,hangnail,0.0,taper,0.0,realist,0.0,esp,0.0,counterculture,0.0,bronchitis,0.0,foreground,0.0,express,0.002,hanging,0.0,knick_knack,0.0,knick_knack,0.0,fruit_veggie,0.0,thailand,0.0,scraper,0.0,supervillain,0.0,foreground,0.0,capuchin,0.0,nextgenlib,0.0,subject,0.001,supervillain,0.0
88,scraper,0.0,insite,0.0,huh,0.0,foreground,0.0,decide,0.0,renoune,0.0,kvetch,0.0,bakayaro,0.0,bakayaro,0.0,huh,0.0,gird,0.0,bakayaro,0.0,generations,0.0,insite,0.0,submerse,0.0,submerse,0.0,supervillain,0.0,kvetch,0.0,fruit_veggie,0.0,preform,0.0,knick_knack,0.0,insite,0.0,realist,0.0,counterculture,0.0,included,0.0,language,0.002,supervillain,0.0,scraper,0.0,scraper,0.0,generations,0.0,foreground,0.0,insite,0.0,memorium,0.0,hangnail,0.0,crystallize,0.0,adventurer,0.0,stare,0.001,included,0.0
89,insite,0.0,crystallize,0.0,foreground,0.0,gird,0.0,do,0.0,bronchitis,0.0,nextgenlib,0.0,hangnail,0.0,hangnail,0.0,scraper,0.0,memorium,0.0,handcuff,0.0,fruit_veggie,0.0,crystallize,0.0,bdrm,0.0,esp,0.0,gird,0.0,respects,0.0,gird,0.0,disapprove,0.0,insite,0.0,foreground,0.0,submerse,0.0,realist,0.0,hangnail,0.0,kiss,0.002,memorium,0.0,insite,0.0,thailand,0.0,respects,0.0,gird,0.0,crystallize,0.0,anthropologist,0.0,gird,0.0,hangnail,0.0,cavalier,0.0,television,0.001,gentlefrog,0.0
90,crystallize,0.0,foreground,0.0,gird,0.0,supervillain,0.0,start,0.0,counterculture,0.0,papasan,0.0,supervillain,0.0,supervillain,0.0,included,0.0,anthropologist,0.0,generations,0.0,bakayaro,0.0,foreground,0.0,flinch,0.0,resell,0.0,hangnail,0.0,acoustic,0.0,memorium,0.0,cavalier,0.0,crystallize,0.0,hangnail,0.0,esp,0.0,hangnail,0.0,supervillain,0.0,hug,0.001,anthropologist,0.0,memorium,0.0,insite,0.0,realist,0.0,supervillain,0.0,foreground,0.0,respects,0.0,supervillain,0.0,gird,0.0,disapprove,0.0,period,0.001,invigoration,0.0
91,foreground,0.0,hangnail,0.0,supervillain,0.0,memorium,0.0,romaine,0.0,realist,0.0,adventurer,0.0,memorium,0.0,memorium,0.0,colleage,0.0,bronchitis,0.0,respects,0.0,taxidermy,0.0,hangnail,0.0,kiddikin,0.0,bakayaro,0.0,foreground,0.0,generations,0.0,anthropologist,0.0,adventurer,0.0,foreground,0.0,gird,0.0,resell,0.0,submerse,0.0,memorium,0.0,ear,0.001,bronchitis,0.0,flatulence,0.0,foreground,0.0,closeup,0.0,memorium,0.0,hangnail,0.0,bronchitis,0.0,memorium,0.0,supervillain,0.0,preform,0.0,lot,0.001,jerkoff,0.0
92,hangnail,0.0,gird,0.0,memorium,0.0,anthropologist,0.0,kvetch,0.0,submerse,0.0,cavalier,0.0,anthropologist,0.0,anthropologist,0.0,disapprove,0.0,counterculture,0.0,kvetch,0.0,esp,0.0,gird,0.0,realist,0.0,fruit_veggie,0.0,brokerage,0.0,fruit_veggie,0.0,bronchitis,0.0,nextgenlib,0.0,hangnail,0.0,supervillain,0.0,bakayaro,0.0,resell,0.0,anthropologist,0.0,meal,0.001,counterculture,0.0,foreground,0.0,hangnail,0.0,nextgenlib,0.0,anthropologist,0.0,gird,0.0,realist,0.0,anthropologist,0.0,memorium,0.0,taper,0.0,detail,0.001,knick_knack,0.0
93,gird,0.0,supervillain,0.0,anthropologist,0.0,bronchitis,0.0,gnash,0.0,esp,0.0,disapprove,0.0,bronchitis,0.0,bronchitis,0.0,gentlefrog,0.0,realist,0.0,nextgenlib,0.0,submerse,0.0,supervillain,0.0,counterculture,0.0,generations,0.0,insite,0.0,bakayaro,0.0,counterculture,0.0,kvetch,0.0,gird,0.0,memorium,0.0,fruit_veggie,0.0,bakayaro,0.0,bronchitis,0.0,scare,0.001,realist,0.0,hangnail,0.0,gird,0.0,adventurer,0.0,bronchitis,0.0,supervillain,0.0,tentacle,0.0,bronchitis,0.0,anthropologist,0.0,indirect,0.0,knee,0.001,scraper,0.0
94,supervillain,0.0,memorium,0.0,bronchitis,0.0,counterculture,0.0,astrology,0.0,resell,0.0,preform,0.0,counterculture,0.0,counterculture,0.0,invigoration,0.0,submerse,0.0,adventurer,0.0,realist,0.0,memorium,0.0,opulence,0.0,respects,0.0,scraper,0.0,resell,0.0,realist,0.0,respects,0.0,supervillain,0.0,anthropologist,0.0,generations,0.0,fruit_veggie,0.0,counterculture,0.0,produce,0.001,submerse,0.0,cataloging,0.0,supervillain,0.0,cavalier,0.0,counterculture,0.0,memorium,0.0,esp,0.0,counterculture,0.0,bronchitis,0.0,southside,0.0,shout,0.001,insite,0.0
95,memorium,0.0,anthropologist,0.0,counterculture,0.0,realist,0.0,enebriate,0.0,bakayaro,0.0,taper,0.0,realist,0.0,realist,0.0,cavalier,0.0,esp,0.0,cavalier,0.0,counterculture,0.0,anthropologist,0.0,bronchitis,0.0,kvetch,0.0,knick_knack,0.0,bdrm,0.0,submerse,0.0,generations,0.0,memorium,0.0,bronchitis,0.0,respects,0.0,generations,0.0,realist,0.0,tie,0.001,esp,0.0,southside,0.0,memorium,0.0,disapprove,0.0,realist,0.0,anthropologist,0.0,resell,0.0,realist,0.0,counterculture,0.0,flatulence,0.0,dunno,0.001,crystallize,0.0
96,anthropologist,0.0,bronchitis,0.0,realist,0.0,submerse,0.0,dressin,0.0,fruit_veggie,0.0,indirect,0.0,submerse,0.0,submerse,0.0,jerkoff,0.0,resell,0.0,disapprove,0.0,bronchitis,0.0,bronchitis,0.0,anthropologist,0.0,nextgenlib,0.0,jerkoff,0.0,flinch,0.0,esp,0.0,closeminde,0.0,anthropologist,0.0,counterculture,0.0,kvetch,0.0,respects,0.0,submerse,0.0,sigh,0.001,resell,0.0,gird,0.0,anthropologist,0.0,preform,0.0,submerse,0.0,bronchitis,0.0,bakayaro,0.0,submerse,0.0,realist,0.0,papasan,0.0,breathe,0.001,foreground,0.0
97,bronchitis,0.0,counterculture,0.0,submerse,0.0,esp,0.0,respects,0.0,generations,0.0,southside,0.0,esp,0.0,esp,0.0,knick_knack,0.0,bakayaro,0.0,preform,0.0,anthropologist,0.0,counterculture,0.0,preform,0.0,adventurer,0.0,invigoration,0.0,kiddikin,0.0,resell,0.0,bakayaro,0.0,bronchitis,0.0,realist,0.0,nextgenlib,0.0,kvetch,0.0,esp,0.0,buddy,0.001,bakayaro,0.0,supervillain,0.0,bronchitis,0.0,taper,0.0,esp,0.0,counterculture,0.0,fruit_veggie,0.0,esp,0.0,submerse,0.0,acoustic,0.0,end,0.001,hangnail,0.0
98,realist,0.0,submerse,0.0,hangnail,0.0,hangnail,0.0,ndcs,0.0,kvetch,0.0,thrushe,0.0,gird,0.0,gird,0.0,polygamy,0.0,supervillain,0.0,fruit_veggie,0.0,supervillain,0.0,submerse,0.0,supervillain,0.0,foreground,0.0,realist,0.0,opulence,0.0,supervillain,0.0,squirrelene,0.0,scraper,0.0,crystallize,0.0,cavalier,0.0,tentacle,0.0,gird,0.0,ad,0.001,invigoration,0.0,crystallize,0.0,crystallize,0.0,kvetch,0.0,hangnail,0.0,submerse,0.0,counterculture,0.0,bakayaro,0.0,foreground,0.0,flinch,0.0,tool,0.001,polygamy,0.0
99,assertiveness,0.0,homebuyer,0.0,sean,0.0,brokerage,0.0,occurrance,0.0,neath,0.0,invitations,0.0,taxidermy,0.0,cilip,0.0,hanging,0.0,wrx,0.0,flinch,0.0,thrushe,0.0,windsock,0.0,carol,0.0,gifts,0.0,neath,0.0,grabber,0.0,tentacle,0.0,adventurousness,0.0,windsock,0.0,liberalism,0.0,colleage,0.0,rife,0.0,tentacle,0.0,short,0.001,closeminde,0.0,creatifica,0.0,slipper_slap,0.0,daquiri,0.0,plank,0.0,neath,0.0,plank,0.0,cilip,0.0,morality,0.0,floorplan,0.0,spell,0.001,adventurousness,0.0
